,Magnet_X,Magnet_Y,Magnet_Z,Pose_X,Pose_Y,Pose_Z,Tx_1,Ty_1,Tz_1,Tx_2,Ty_2,Tz_2,Tx_3,Ty_3,Tz_3,Tx_4,Ty_4,Tz_4,Tx_5,Ty_5,Tz_5,Tx_6,Ty_6,Tz_6,Tx_7,Ty_7,Tz_7,Tx_8,Ty_8,Tz_8,Tx_9,Ty_9,Tz_9,Tx_10,Ty_10,Tz_10,Tx_11,Ty_11,Tz_11,Tx_12,Ty_12,Tz_12,Tx_13,Ty_13,Tz_13,Tx_14,Ty_14,Tz_14,Tx_15,Ty_15,Tz_15,Tx_16,Ty_16,Tz_16
0,0.09,0.09,0.048,0,0,-1,30.38058977,7.223027753,1549.056616,316.1857807,12.56521014,13.00871101,69.12198484,53.04371658,-18.36664128,61.46422852,25.2066784,-79.9634706,29.37003019,283.8809309,54.30483895,125.242614,105.049741,-85.10884278,62.25347545,17.57987708,12.50979945,50.82615206,13.81652286,-2.803813503,37.4847749,43.29886623,2.420747338,47.08368932,65.68031543,-37.73539196,42.08781645,22.70377478,-13.34702129,30.58033228,27.50241538,2.218267725,45.54579059,26.55431311,46.32526799,42.89894454,18.04694355,1.39062582,36.02922778,42.3105119,-20.60684711,39.93277866,36.60082033,-18.03812434
1,0.075,0.09,0.048,0,0,-1,-561.5184302,24.0654058,1177.177505,490.2596566,13.58160347,143.9954654,89.33641805,52.82237484,-22.28791564,64.40666365,25.2758871,-82.46791896,-31.58444674,263.3295858,47.00687059,141.9288254,150.1555657,-76.69193242,71.7917704,24.13218619,8.371082417,52.96673984,14.54353623,-4.917933221,33.15671634,42.61934936,3.177508175,45.98512745,70.7486253,-39.15595696,43.84189885,25.37679441,-14.79308277,30.91023406,28.5651574,0.743630315,45.21505156,26.62564664,46.12395749,42.40451866,18.1384286,0.651899798,36.13084938,42.42389831,-20.719677,39.87709757,36.84825485,-18.62688439
2,0.06,0.09,0.048,0,0,-1,-638.6178827,30.22493465,563.4418624,693.670239,23.88541137,490.3406626,125.3674315,54.32066116,-23.3483265,69.67460182,25.93636835,-85.56127287,-65.22510985,207.0064467,22.85610969,140.9328923,208.579621,-63.40321906,83.36513036,35.37182773,4.363871645,55.41154893,15.92445498,-7.49159165,29.8043019,38.18988693,3.092128192,43.52067536,74.75160478,-41.37298898,44.46308826,28.35453776,-17.49909182,32.15156093,29.4159868,-0.150466047,44.6836213,25.43343297,46.16474614,41.85519452,18.64266521,-0.225505491,36.14475286,43.57878022,-21.64059899,40.1219355,37.30933695,-18.81807756
3,0.045,0.09,0.048,0,0,-1,-453.5431333,19.1267124,191.2927826,667.9168488,37.80597932,1111.366851,187.0873685,54.96439206,-14.01636647,77.43455606,25.73705391,-89.06220523,-69.48803918,146.2877622,5.960973226,110.5033442,265.6964999,-43.77640112,99.99258852,53.97091954,1.813512077,60.54383714,18.65329653,-10.42824776,27.36232039,33.48894234,3.916036753,39.72194831,78.65428574,-42.38509265,45.6759433,32.66380813,-19.06141574,33.49078742,31.14080053,-1.699563025,43.91964891,25.08369453,46.5361923,41.4301694,18.93225915,-0.321602431,36.14309894,44.09969671,-22.50799727,40.39984679,37.87272345,-19.52333112
4,0.03,0.09,0.048,0,0,-1,-277.6790746,9.340426112,37.89166256,92.63332686,48.23329374,1541.738736,295.8207877,55.64632263,31.21124757,90.06545292,26.17562809,-92.54657249,-56.55705422,97.63589231,-2.57997242,49.43869839,293.6603771,-31.4219194,120.1791532,85.38077039,3.692216652,67.02880069,23.15918691,-13.7043966,25.43532074,27.71734441,5.632385567,35.03838681,80.29806269,-42.05234008,46.05697531,38.24706208,-20.7885068,35.05111081,32.74151827,-3.108855408,43.15011563,23.99453542,47.48894434,40.78699863,19.25010222,-0.795758849,35.61741723,45.15527526,-22.94633228,40.47463916,38.34572778,-20.42274573
5,0.015,0.09,0.048,0,0,-1,-165.6922185,4.414520352,-12.10452293,-530.200901,52.56437418,1186.897071,469.8100815,58.4085219,170.0773954,111.0129484,26.25024698,-96.2464778,-39.32975121,64.7156293,-5.005850221,-14.63112273,273.78086,-38.45178424,136.7938623,131.2903842,12.58063716,76.64210901,29.77409818,-17.75663596,25.23016459,23.0386293,8.190022403,30.03496129,79.40575799,-41.71145914,45.40490548,43.63677144,-22.44382373,36.39205026,35.23774319,-5.33661149,42.94220678,23.40383457,48.11266045,39.68824016,19.35143683,-0.478984009,35.54722422,46.19184149,-23.23524389,40.66485541,38.99148293,-20.96643804
6,-0.015,0.09,0.048,0,0,-1,-61.65045822,0.909264655,-26.01767634,-421.5804753,25.24506791,174.81721,624.1497893,80.34054673,1157.228505,208.9694877,27.67685434,-83.60562838,-9.960533519,31.93480105,-0.37832022,-56.59190016,154.2530233,-75.05911094,103.3657919,248.2060687,54.94785157,107.7202506,61.88003601,-21.66816029,26.68140115,13.5578927,11.7744942,22.75101445,71.31066235,-39.38881878,39.19224461,53.33868903,-23.92471996,38.62987066,43.8259189,-8.065409154,43.01864498,21.20722529,49.49160406,37.91416936,18.43733372,0.514284787,34.42433393,47.54809788,-23.64785532,40.76966954,41.38079269,-22.42096975
7,-0.03,0.09,0.048,0,0,-1,-40.39953491,1.470849178,-22.35208227,-240.6005541,23.33694096,24.8036909,48.7357285,109.5039754,1548.516208,314.5214844,35.03180127,-37.79340628,0.04168558,24.98777346,2.671891211,-40.13666878,105.5693359,-86.68770879,41.72958299,268.9869195,58.90603325,125.0347186,93.03097366,-21.7330032,28.63359731,10.94574828,13.34451018,22.6412575,64.68225641,-38.43134922,34.11336751,52.81198861,-24.37692127,38.17313066,48.38857277,-10.15645181,43.20365615,20.32561197,50.0700975,37.58979742,16.87928796,1.031051642,33.40107729,46.82910186,-24.10137767,39.92843844,42.02148039,-23.1154419
8,-0.045,0.09,0.048,0,0,-1,-27.7365601,1.384297018,-18.52493361,-126.8628771,19.93552476,-23.31566225,-543.3094527,112.2887487,1158.647463,482.8428043,45.80260658,101.2301233,6.33300185,20.5947438,6.343598595,-21.83749057,74.19717207,-87.62053719,-17.98097218,245.6321719,49.47243998,139.7312525,137.3430784,-14.54890348,29.80153538,8.974108473,15.05902381,23.17550436,59.83860895,-36.42375975,29.44038313,51.32459736,-24.52570266,37.30802103,53.38663614,-12.26714166,43.41886882,19.56898935,50.91085218,37.631927,16.17494006,1.610143684,32.788153,47.02735158,-24.03176876,39.84032991,42.71430223,-23.55774391
9,-0.06,0.09,0.048,0,0,-1,-18.83205367,0.779679398,-14.40976651,-59.64883412,17.15283134,-36.66464992,-610.7613642,89.26448618,535.0547405,670.2829725,63.00274493,461.088586,11.49811808,17.61369921,9.844258916,-5.349084982,53.55662989,-85.74016724,-52.18312147,190.3203664,30.89159422,138.7707605,195.9770299,2.2799162,31.13534752,7.129688476,16.79381351,23.73056891,55.63156515,-34.51758457,25.77145859,47.70627291,-23.35325968,34.70267669,58.22307816,-13.3996407,43.65532525,18.50381004,51.86514628,37.63751256,15.31067102,2.248701933,31.8570233,46.30708313,-23.69702234,39.21414381,43.3470076,-23.85195026
10,-0.075,0.09,0.048,0,0,-1,-13.88063204,0.717092836,-11.55824814,-22.14936629,16.39702108,-36.32343955,-422.8498965,71.83499331,176.8512735,627.0660091,88.14568078,1074.576121,14.50833364,16.0224903,11.71164773,7.433881536,42.19075728,-82.13201683,-54.39896469,131.7542645,14.07249329,107.0003379,247.7748708,19.53586402,32.07041673,6.00889784,18.07115276,24.58011564,51.97407265,-32.69514255,23.39479766,42.63648733,-22.3302375,31.11639424,61.42075443,-14.15707086,43.64914819,17.7004361,53.00490721,37.65457362,14.31888254,3.128949504,31.38718577,45.43238861,-23.07046108,38.13000469,43.68466284,-23.98461993
11,-0.09,0.09,0.048,0,0,-1,-10.60492793,-0.125348636,-9.170694889,-0.583659082,15.91486139,-32.03347019,-249.370335,61.791167,36.96230312,74.19677409,93.41152614,1464.305044,16.28591632,15.15364249,13.87319195,15.77130544,35.50988238,-77.64435481,-41.69882394,87.13636123,7.670161421,51.88412819,271.758216,29.53836807,32.79867369,5.352703907,18.93614293,25.81954631,49.77136016,-30.65935837,22.60968661,38.45797866,-20.57998212,27.55688194,62.17099667,-14.08311002,43.89641303,17.9307943,53.20542295,37.87074519,13.88713831,4.001677167,31.22352524,45.0513073,-22.39343585,37.72826672,43.95513694,-24.32849195
12,0.09,0.075,0.048,0,0,-1,28.62727954,-564.3633251,1024.180592,290.4712221,-42.72791796,4.899867285,67.4552732,48.35885023,-15.39387225,61.28827445,24.83629097,-78.92148525,35.58110198,452.946431,208.8762519,170.2509314,119.425045,-77.47369297,67.6659557,16.55705338,10.49737774,51.29454261,13.28046696,-3.920479963,37.98292298,64.42437916,-2.777564836,53.17231786,73.89612017,-41.79841273,44.31741829,24.02515041,-15.23378044,31.22345404,27.42789585,1.927648607,45.51252413,29.9253683,43.26732268,43.72854806,19.46492864,-1.07245009,36.67851398,42.3156358,-21.34753518,39.64199521,36.38979561,-18.78104368
13,0.075,0.075,0.048,0,0,-1,-432.9165117,-479.6201186,818.521446,434.9342734,-106.4102643,109.2866698,86.51701931,44.85930254,-19.43025999,64.46294739,24.38485736,-81.84062308,-95.66036902,413.1337384,179.4685067,214.0195911,187.2957831,-50.3351975,80.61206342,23.28344141,6.649001138,54.2948072,14.05231041,-5.93462981,30.09123092,62.95647568,-1.637884647,53.22801228,83.2490643,-43.55255849,47.14709072,27.65211139,-17.13320476,32.42810311,28.33919725,0.735577244,44.43775898,29.9401866,43.55642338,43.21324454,20.75840471,-1.426950071,37.34664589,43.71069173,-22.49556052,40.38121399,37.01057436,-19.12723122
14,0.06,0.075,0.048,0,0,-1,-527.5149825,-267.5002561,418.3707417,581.1127794,-225.1843595,372.4933287,120.6940789,38.45035855,-19.87513732,69.22166703,23.62036413,-84.66182852,-154.9787264,300.3715561,99.40059138,232.6962565,292.4853612,6.849408724,99.9866562,36.22238865,3.539846459,57.98680786,15.48658752,-8.400438307,23.24792623,55.85698164,-1.217096427,49.28842723,91.94324031,-45.02219941,49.38323046,32.56144783,-20.06863873,33.73469746,30.06485098,-1.158428005,43.10856315,28.89848064,44.20187737,42.6530926,21.77024708,-1.982503919,37.60731581,44.75353155,-22.8571739,40.24890696,37.29864734,-20.17886792
15,0.045,0.075,0.048,0,0,-1,-395.4580242,-125.1050977,146.3968357,521.3915823,-410.8933669,788.2811813,178.04418,24.80207216,-9.557082905,76.94222178,22.91573674,-87.68510675,-142.8073597,189.2928915,36.5425066,182.4727859,407.8049921,81.63410571,128.3712315,59.74650903,3.588955,63.99848565,18.36839736,-12.01854141,19.04391123,46.609917,-0.034801546,43.10095081,98.68223888,-46.09328268,51.82125843,39.19495502,-22.61740336,35.65775433,31.76776803,-2.500083256,42.19497077,27.79662357,44.26621095,41.50749822,22.15405662,-2.312657029,37.21394241,45.71757349,-23.80999828,40.53939349,38.41592621,-20.68135043
16,0.03,0.075,0.048,0,0,-1,-250.5641567,-55.00882481,24.48800639,58.59838628,-544.3761941,1048.742223,273.7069195,-3.759748987,31.28587202,89.57700516,21.36043609,-90.90002177,-103.1666756,112.9567165,4.3519277,50.91315744,466.1481769,118.9025348,166.4344146,102.7587822,12.64956445,73.2596042,22.80845069,-14.77591554,18.19394991,36.57362315,2.483073075,34.5211936,100.754466,-46.6200739,52.58183321,47.71886656,-24.74497853,37.40414372,34.62940161,-4.478117677,41.74482457,26.14151628,45.40561457,40.41726749,22.11472562,-2.377159174,36.87360484,47.1144318,-24.45370428,41.28047465,39.21964593,-21.11768244
17,0.015,0.075,0.048,0,0,-1,-153.6738073,-26.18239596,-15.7210946,-420.2268788,-455.948065,833.4946309,416.7754101,-63.92145627,145.7766254,109.2053657,18.56624586,-94.52560451,-66.23189113,69.46891385,-4.723035567,-81.29365477,421.3061762,83.00811799,207.1657822,171.5741826,39.30578371,85.87848697,29.92713318,-19.23078856,19.42585015,28.66930168,4.421101132,26.94415042,98.91344505,-46.60819602,52.24839801,56.40242324,-26.60734807,40.05667755,38.02123832,-6.524348324,41.65778942,24.88753897,46.05215409,39.1520074,22.16723354,-2.498386893,36.47591043,48.10023199,-25.03268512,41.40225746,40.24253098,-21.71633768
18,0,0.075,0.048,0,0,-1,-94.27186066,-13.33761411,-25.26664721,-505.4223045,-254.4738891,415.6411554,555.1678223,-185.4938169,417.021445,141.6364815,11.8811226,-95.11547958,-39.21160993,44.8942509,-4.631012392,-140.2168792,306.9592946,14.14167029,226.4594319,274.5350949,98.90158846,106.3069519,42.23088307,-23.06146815,21.02963524,21.7552796,7.229361647,20.05833164,93.25127936,-45.28962608,49.27614599,66.06871861,-27.21382266,42.55567216,42.94107777,-9.020109171,41.47721301,24.06363315,47.50365177,37.88476168,21.69491874,-1.847123032,35.59808173,49.45252647,-25.39070262,41.55453209,42.01696494,-22.54142449
19,-0.015,0.075,0.048,0,0,-1,-59.11056828,-6.131960173,-25.11901333,-367.769752,-110.188523,137.661441,486.3239321,-364.0290525,857.6113806,199.0819798,0.747703389,-84.70720101,-18.82273903,31.13976251,-2.645323869,-126.3766237,196.9301836,-48.81520638,173.5004758,384.9512082,170.1692303,134.2408727,66.66108997,-22.61765877,24.13317852,16.25216417,9.017238161,16.74782027,83.0752243,-44.71248408,42.21176878,71.81040483,-29.04459488,43.55068465,49.47389329,-11.67526555,41.54831669,22.23773073,48.45598667,36.78429193,20.6018309,-1.745556313,34.31843816,49.80732255,-25.83052345,41.5785974,43.04628643,-23.41572099
20,-0.03,0.075,0.048,0,0,-1,-38.49474835,-3.303177999,-22.32600054,-216.443294,-42.71753693,13.25708109,18.45166813,-498.8286031,1102.688918,293.6281093,-27.18851759,-42.46529124,-5.431819778,23.32694695,1.249449747,-87.6638753,120.724341,-77.6116948,42.74326264,438.9648693,212.0503868,172.8643935,109.8279394,-11.34007928,26.2121049,12.24929128,11.5887391,15.8129552,74.2598791,-42.82706334,34.14438024,74.12729667,-28.14528431,45.03413797,57.85077549,-13.66018545,41.88890319,21.10909274,49.75015496,36.62727349,19.1062944,-0.633502055,33.07678234,50.23690699,-25.78392456,41.3062854,44.32562722,-24.01244664
21,-0.045,0.075,0.048,0,0,-1,-26.73872501,-1.991408176,-17.88412369,-117.2808553,-13.00428593,-25.39754721,-442.91841,-409.2370103,857.5029187,434.0459436,-81.74369731,70.45187608,3.125669493,20.15457974,4.619040583,-50.59317347,79.54130289,-86.6548329,-82.65478073,391.5363105,174.4264828,212.2441703,177.8934685,12.0152374,27.97695544,9.632593144,14.61736928,17.15614485,66.41138176,-40.43659046,27.05022384,71.21989139,-28.6707969,44.15009551,66.64581771,-16.00295898,42.74022509,20.14248637,50.10667314,36.4923981,18.17115432,0.19630215,32.33078313,49.9925643,-25.86107564,40.2208375,44.96683679,-25.18081668
22,-0.06,0.075,0.048,0,0,-1,-18.98724589,-1.320878727,-14.10725693,-55.83668102,0.524713433,-36.15625546,-519.1784742,-209.5068054,422.0811892,572.8739201,-196.539451,346.8771346,9.150985295,17.34321071,8.381817321,-22.80352482,54.52644595,-87.13882681,-138.1485784,279.5440596,102.2417268,228.6758024,280.3509009,68.39970882,29.79014859,7.546455744,15.87215667,19.06000746,59.37371824,-37.51614508,20.3008618,64.55894035,-27.802285,40.69577697,75.58123451,-18.41164429,43.0564038,19.63909694,50.93492447,36.68295635,16.63591866,0.539273693,31.32520293,49.13754325,-25.76379488,39.70043242,46.09624716,-25.3062093
23,-0.075,0.075,0.048,0,0,-1,-13.53073619,-0.868487644,-11.40150702,-20.68456912,7.220686557,-36.34048608,-376.6327311,-73.68832351,145.3452796,508.5309959,-380.6868794,781.1577336,13.15843427,15.43949034,10.15328494,-2.841276865,41.31454794,-83.74752218,-125.6829408,173.7109019,45.45310484,178.6925434,388.1688325,140.9133481,31.29512686,5.795253117,17.22442883,21.45032294,54.79636515,-34.98741201,17.2359915,55.30308057,-25.9487854,34.448818,81.39080063,-19.0274068,43.4491461,18.6896878,52.35086539,37.00013374,15.64575719,1.720254931,30.67612454,48.3408722,-25.23599399,38.57403808,46.67377695,-25.64526217
24,-0.09,0.075,0.048,0,0,-1,-9.812540139,-0.544626009,-8.689615623,1.230113586,10.5034844,-32.54576911,-227.8016056,-5.681403726,27.31500367,52.43764133,-519.2339399,1028.629157,15.7806254,14.66738222,12.41151624,10.47454626,34.49129277,-79.71594665,-87.70146264,100.9260434,15.81606444,51.81694123,439.858305,177.9046988,32.33430609,4.886690116,18.34668439,23.40075841,50.83996444,-32.98562911,16.18014487,46.34305384,-24.48696492,27.11709172,83.5181524,-19.45769228,44.02459834,17.96513628,52.89325695,37.15014076,14.19498713,3.266315677,30.43260886,46.90193847,-25.01276141,37.5150592,46.68426307,-25.94229786
25,0.09,0.06,0.048,0,0,-1,13.58531242,-630.0982624,474.9867973,235.1589243,-77.25740942,-10.79636043,63.73415899,43.30902612,-11.40079741,61.14136002,22.82451152,-69.3361803,42.16295432,649.2331701,638.6579564,230.8321678,119.1575386,-60.20728876,72.28482142,14.62845541,10.080964,52.16073717,13.08781379,-4.361342709,38.4795317,101.013643,-4.516029751,64.31038904,86.77001189,-45.12400445,47.51635432,25.57793149,-17.54339307,32.07661889,28.13007725,1.067132094,45.72869998,35.34140333,40.03479346,44.88916154,22.1888352,-3.297012179,37.70343879,43.53069286,-22.84698758,40.13723524,36.83797289,-18.56491686
26,0.075,0.06,0.048,0,0,-1,-247.876307,-552.2492246,386.2577414,320.1394044,-161.732757,47.40935421,79.89962628,37.12595283,-15.71054396,63.57357316,21.79463035,-71.91471095,-232.0162896,574.4755945,515.8789492,321.3722928,202.9051708,6.886028588,89.21317698,19.81636934,5.922460927,55.3060634,13.4659252,-6.154560127,24.15982759,98.16813172,-2.87735652,66.14582615,102.322038,-46.25370228,52.21986653,29.94835738,-20.44001177,33.94392642,28.34610334,-0.457055716,43.88623986,36.04663076,40.15319859,44.89044903,24.19387602,-3.750682278,38.47524561,44.94546684,-23.82441369,40.78337712,37.46068007,-19.63535939
27,0.06,0.06,0.048,0,0,-1,-331.0421715,-348.8648555,210.7781528,384.0730573,-307.3264169,182.4438375,107.0880927,25.72050859,-17.44315925,67.83773392,20.64389708,-74.38746907,-312.5788833,376.7554784,267.7510479,391.4982954,351.3493132,159.5872654,116.896237,31.7064714,3.234712786,60.24214464,14.96428023,-9.396574613,12.52302999,84.9949389,-2.993795714,61.63632011,118.4786503,-47.1145834,56.70288674,37.18492142,-23.49555381,35.76958755,30.12709546,-1.562658267,42.18309561,34.58297675,40.43009475,43.71655228,26.11070442,-4.808465338,38.55783714,46.50696879,-24.71091024,41.12513213,38.08899863,-20.53256226
28,0.045,0.06,0.048,0,0,-1,-277.891416,-186.0031212,74.43828839,314.3233495,-501.3497115,370.9421637,150.8676114,3.827321919,-10.90448299,75.01068231,19.06814659,-77.39561883,-252.5297104,212.8539961,99.71235545,329.4442252,545.8060174,390.9205669,160.1927084,54.86817599,6.459975367,66.93965687,16.90257198,-12.23453505,7.062773592,67.45438792,-2.56054418,50.5736477,132.0205759,-48.00572692,60.99061881,46.71436852,-25.82616196,38.18854309,32.15739896,-4.352699211,40.85778327,32.66979795,41.3948474,42.38579901,27.14768637,-4.843086965,38.69748438,47.8085744,-25.83108433,41.36777457,38.78046497,-21.37776019
29,0.03,0.06,0.048,0,0,-1,-193.8494568,-90.94564332,5.70236067,42.9087725,-619.9597375,483.3314826,219.3277511,-39.21059835,16.88914601,86.43716369,16.29551545,-80.58002993,-163.7483995,115.0624727,21.52974137,54.33062839,664.1090288,521.5511973,226.8795742,103.6013883,28.52925302,78.08747663,21.15149023,-16.25481621,7.763243448,49.27806834,-1.79214828,34.33231544,135.6537173,-49.45626519,63.50749526,59.90699542,-29.05580442,40.8393672,35.28595171,-6.646003881,40.65927415,29.94572772,42.04995677,39.92702912,27.11563702,-5.744061367,38.31286018,49.79122776,-27.16590498,41.96000595,40.09834575,-22.75004817
30,0.015,0.06,0.048,0,0,-1,-125.9375755,-47.17182354,-20.08838545,-230.1383815,-540.8136501,394.7299134,302.8036341,-123.2992485,81.97515923,102.3172332,10.61981741,-84.6467812,-99.43723294,65.69955653,-0.410792538,-219.6137466,581.7792991,397.9114015,314.5826636,187.9246182,93.61169414,94.97829968,26.49640836,-21.4865812,10.18073404,36.28573623,1.599262617,19.89050404,132.4059161,-48.22538351,65.1393366,75.33348569,-30.01185789,44.60633294,39.8615676,-8.794445341,39.84292542,28.4769723,43.82722168,38.49458291,27.25924693,-5.480440562,37.7616198,51.85664208,-27.75927744,43.05914481,41.55056404,-23.31898296
31,0,0.06,0.048,0,0,-1,-81.10148163,-23.82457793,-26.12711787,-313.356989,-333.4745908,210.3473918,362.7483058,-269.3916054,230.6114567,130.4344268,-0.230168899,-84.95719268,-54.41746028,41.12344383,-6.595973065,-295.7878187,381.7102043,161.723398,379.1156914,338.5384842,245.6946743,122.255147,39.74738226,-24.11326395,14.81842451,25.74750518,4.24409169,9.311867019,118.1603136,-49.37976934,59.92482514,91.49693097,-30.76873644,48.63402635,46.79422527,-11.86591675,40.26809804,25.80319026,45.07913584,36.91721041,25.59926738,-4.607431631,36.50918357,52.99132458,-28.47625023,42.71977726,43.1382608,-24.89262909
32,-0.015,0.06,0.048,0,0,-1,-52.45918232,-13.42759596,-25.2356536,-250.4683907,-172.4432845,64.86737273,283.6537658,-467.236992,422.263821,173.4421514,-21.53851826,-78.96749239,-28.04905741,27.71493035,-4.164049252,-237.0266843,216.9454992,10.71318982,315.7081409,526.5192121,483.0547446,166.8636302,62.84249984,-19.2267672,18.52521607,18.74520658,7.852190146,4.428895975,102.2201213,-48.31368652,49.51712472,104.5284458,-29.57411416,53.42280357,56.70118097,-14.55463363,40.22414049,24.01688545,47.25682793,35.75155716,24.22041621,-4.011777279,35.25850745,54.43076095,-29.05119244,42.94328717,45.40123259,-25.67726547
33,-0.03,0.06,0.048,0,0,-1,-34.68545612,-7.960715024,-21.62085189,-157.7918158,-79.26484907,-7.567756128,9.649514003,-586.7208181,518.0075973,238.1803925,-65.35409869,-52.77674833,-10.36543591,21.16680427,-0.067640969,-149.8325831,120.0873354,-60.01837971,44.73450595,632.7792905,623.9640323,235.1169541,109.939736,5.571522636,22.38146897,13.03053275,10.1862302,3.927053336,86.39959372,-46.67405195,34.32511866,109.9261865,-28.94904613,56.85590798,71.19112619,-17.38192491,40.61651558,22.41081293,47.88631573,34.68169041,22.30777281,-3.023208843,33.25621952,55.20204943,-28.83928287,42.22576664,47.61080843,-26.35561525
34,-0.045,0.06,0.048,0,0,-1,-24.68983758,-4.772555731,-17.24200633,-89.40445492,-33.72421338,-30.75705666,-254.5771369,-503.9706501,417.1694361,323.8736659,-145.8698432,13.99648765,-0.132889322,17.97053457,4.000606764,-84.32280526,74.48688491,-82.08649338,-218.2573342,547.4721009,490.0343966,319.5580334,196.9929677,68.57854434,25.13603662,9.991167081,12.97685576,7.850844749,73.63930901,-43.96894715,20.62973469,104.3482248,-28.97093566,56.89265238,85.28906424,-20.03388985,41.71606987,21.02633344,49.37386854,35.03393593,20.63905597,-1.589722894,31.9784094,54.51250525,-28.6701826,42.18950653,49.50827683,-27.99207694
35,-0.06,0.06,0.048,0,0,-1,-17.21199145,-2.956218372,-13.99104779,-42.98204205,-10.29934106,-36.49360223,-328.6000994,-298.0128325,219.9872342,385.3787881,-290.7247123,160.8138466,7.067507694,16.18964027,7.443602566,-39.80107854,50.29294713,-86.73957271,-292.207118,350.8262607,255.6053063,383.9920237,347.2075107,220.7352747,27.60962256,7.930334315,15.14306964,11.91563998,63.3839125,-41.68628964,10.16294465,91.13288772,-29.99081278,51.80068447,101.0344393,-20.89947865,42.06207878,19.86981667,50.82783822,35.19124318,18.51012878,-0.753103104,30.4857856,53.31867033,-28.06101661,40.64379175,51.03943726,-29.0850078
36,-0.075,0.06,0.048,0,0,-1,-12.37997333,-2.055225248,-11.18262153,-13.43353672,0.244793276,-35.97070085,-262.4368381,-137.5368,74.65558617,312.7716935,-491.2082958,353.5352642,11.87166729,14.83841019,10.20502429,-13.00883376,37.81204391,-85.43804468,-234.4687498,192.2906363,104.072277,319.0495812,535.1404729,454.3410525,29.34503516,6.288301106,16.63682923,16.17877595,56.39239784,-38.07062971,5.113050602,74.93359596,-28.91041215,41.35627114,113.5554591,-20.24366013,42.63412438,19.12079315,52.02718011,35.36026891,16.81181763,0.387329612,29.36383478,52.39883495,-27.61646057,39.6698906,51.9311984,-29.81861209
37,-0.09,0.06,0.048,0,0,-1,-8.659565116,-1.230777671,-8.88906427,5.438874764,6.910441671,-31.960214,-171.4999768,-43.53957186,6.070047626,45.71547226,-615.6759877,457.141036,15.13917892,13.82721872,12.27245023,5.790775463,31.75130359,-81.29685114,-148.8949288,100.2511574,33.07573026,52.40867733,638.8704924,585.5630437,30.94843368,4.902436995,17.80972477,20.18347974,51.55540068,-35.39601659,5.411451329,58.28835868,-27.55259904,26.42269286,117.9136991,-20.93532129,43.60897216,18.60218499,52.21407406,36.02447559,15.24340534,1.9224504,28.9252046,49.97728792,-26.80781558,37.58549259,52.16449631,-30.03488049
38,0.09,0.045,0.048,0,0,-1,5.4493126,-445.9941829,158.0642277,174.3357468,-81.57121227,-26.74455871,59.14225174,39.37027305,-12.5074044,60.23060454,21.67085421,-70.16360021,49.21483495,604.8799052,1361.085029,289.7944035,87.36444494,-37.84891923,76.54525911,10.65015498,9.525760372,52.18364047,12.20006814,-3.988933904,38.58961043,167.7949255,5.447238441,84.59945974,102.9673671,-46.13405431,52.96616566,26.54830433,-19.00948026,33.10022511,28.06820655,0.29259304,44.77727517,45.46151634,35.95747151,47.98817124,27.08649412,-5.462513457,39.64330758,44.80365921,-24.15008171,41.21758062,37.14548087,-20.26096728
39,0.075,0.045,0.048,0,0,-1,-121.2976452,-399.4290213,129.5906195,213.4416621,-150.7233536,-2.918311683,71.23440229,32.44564453,-17.11834952,62.84000431,20.68090373,-71.729068,-433.3323099,526.2509437,1040.48003,436.3976282,152.354919,76.48438719,95.97802965,13.52099037,4.709779093,55.57797036,12.73565214,-6.700587843,9.799855679,158.9400976,4.708675225,89.18289014,129.6349289,-46.46697563,58.87204895,32.53051234,-22.46859391,35.07038914,28.77274677,-1.080806556,41.83858056,44.51183238,37.09457414,47.28043029,30.53157544,-6.702461327,40.50393697,46.44607439,-25.7041608,41.61558906,37.88323047,-21.0408935
40,0.06,0.045,0.048,0,0,-1,-182.6445485,-280.5080443,72.4502481,230.0700016,-256.0028852,56.37691983,92.43874775,20.08619026,-18.02811751,66.94274983,19.61603554,-73.67828224,-511.5765132,319.3626044,488.8880002,584.2021505,290.1402177,372.5327169,130.2559595,23.26421288,3.105314064,60.87798453,13.82683855,-9.431328453,-9.919175219,129.0610025,-1.838132412,82.26193461,159.3148923,-44.63394782,65.69965662,41.94116935,-26.16453459,37.18345962,30.47598902,-3.127806137,39.56881926,42.00531186,37.13013635,45.31605984,32.4964426,-7.801945741,40.927661,48.13001383,-26.98109721,42.27638524,38.55276809,-22.20774473
41,0.045,0.045,0.048,0,0,-1,-170.2805811,-171.1562959,16.40061568,175.0747029,-374.5614712,119.0440426,119.9501725,-3.142645692,-17.72651609,72.29991018,17.2422313,-77.47472289,-371.7576766,162.2006895,175.8070016,535.0958706,485.8684903,886.94521,187.8679101,37.79414782,10.3130634,68.87303381,14.39034918,-12.88863676,-16.95358769,97.51446863,-3.210952295,64.63642893,187.2397884,-40.105331,74.76052605,55.96029129,-29.04366629,40.8619793,32.77773914,-5.48135119,37.73263019,38.91045453,38.52663927,43.20025636,34.81103744,-8.219264594,41.38237807,51.21718278,-28.51909088,43.14720056,39.8108057,-23.19635724
